entry_price,stop_loss,take_profit,position_size,type,status,entry_time,strategy,SMA_50,ATR,fib_level,fib_type,trend,mother_bar_high,mother_bar_low,exit_time,exit_price,pnl,duration,result
1.09847,1.09946,1.0955,3913.2018329994808,Short,SL Hit,2024-08-15 15:50:00,Fib False Breakout Short,1.0994742,0.0033999999999998476,1.0981999999999998,50,downtrend,1.09878,1.09828,2024-08-16 13:10:00,1.09946,-3.8740698146696677,21.333333333333332,Loss
1.0978,1.098144,1.0967680000000004,11261.830856601147,Short,SL Hit,2024-08-15 18:40:00,Fib False Breakout Short,1.098433,0.0016700000000000603,1.09726,50,downtrend,1.09781,1.09738,2024-08-16 02:40:00,1.098144,-3.8740698146696677,8.0,Loss
1.09746,1.097674,1.0968180000000003,18103.12997509728,Short,SL Hit,2024-08-16 00:40:00,Fib False Breakout Short,1.097479,0.0005699999999999594,1.09737706,50,downtrend,1.09756,1.0972,2024-08-16 01:20:00,1.097674,-3.8740698146696677,0.6666666666666666,Loss
1.10845,1.108732,1.1076039999999996,12913.566048893605,Short,TP Hit,2024-08-20 02:10:00,Fib False Breakout Short,1.1083896,0.0007099999999999884,1.108385,50,downtrend,1.10859,1.10821,2024-08-20 03:30:00,1.1076039999999996,10.924876877368463,1.3333333333333333,Win
1.11217,1.112594,1.1108980000000002,9104.06406447415,Short,SL Hit,2024-08-21 09:30:00,Fib False Breakout Short,1.1119642,0.0018199999999999328,1.11196,50,downtrend,1.11223,1.11184,2024-08-21 12:30:00,1.112594,-3.860123163336857,3.0,Loss
1.11418,1.115464,1.1103279999999998,2946.1999221728465,Short,TP Hit,2024-08-22 08:20:00,Fib False Breakout Short,1.1144882,0.003670000000000062,1.11415194,618,downtrend,1.11473,1.11275,2024-08-22 14:20:00,1.1103279999999998,11.34876210021036,6.0,Win
1.11443,1.115624,1.1108480000000003,3168.2752931912746,Short,TP Hit,2024-08-22 08:50:00,Fib False Breakout Short,1.114449,0.003670000000000062,1.11415194,618,downtrend,1.11489,1.11418,2024-08-22 14:00:00,1.1108480000000003,11.34876210021036,5.166666666666667,Win
1.11101,1.11135,1.10999,12461.385835524847,Short,SL Hit,2024-08-22 19:10:00,Fib False Breakout Short,1.1118414,0.0012499999999999734,1.1108850000000001,50,downtrend,1.1111,1.11065,2024-08-22 22:10:00,1.11135,-4.2368711840785345,3.0,Loss
1.11223,1.112654,1.1109580000000001,9792.768302823491,Short,TP Hit,2024-08-23 08:40:00,Fib False Breakout Short,1.1124254,0.0019200000000001438,1.11199344,618,downtrend,1.11227,1.11187,2024-08-23 13:10:00,1.1109580000000001,12.456401281190892,4.5,Win
1.11238,1.112774,1.111198,10538.410559383012,Short,TP Hit,2024-08-23 09:20:00,Fib False Breakout Short,1.1124558,0.0019200000000001438,1.11199344,618,downtrend,1.11239,1.11209,2024-08-23 13:10:00,1.111198,12.456401281190892,3.8333333333333335,Win
1.11661,1.1163599999999998,1.117360000000001,18601.559246555666,Long,TP Hit,2024-08-27 07:10:00,Fib False Breakout Long,1.1166584,0.001100000000000101,1.11673324,50,uptrend,1.11714,1.11658,2024-08-27 08:30:00,1.117360000000001,13.9511694349338,1.3333333333333333,Win
1.11698,1.116616,1.1180720000000002,13542.34395698587,Long,SL Hit,2024-08-27 09:50:00,Fib False Breakout Long,1.1168404,0.0016700000000000603,1.11701,50,uptrend,1.11782,1.11695,2024-08-27 10:20:00,1.116616,-4.929413200343276,0.5,Loss
1.1163,1.1166699999999998,1.1151900000000008,13056.283611728519,Short,SL Hit,2024-08-27 16:10:00,Fib False Breakout Short,1.1165082000000002,0.0013000000000000789,1.11586984,618,downtrend,1.11641,1.11592,2024-08-27 17:00:00,1.1166699999999998,-4.830824936336411,0.8333333333333334,Loss
1.10989,1.1101400000000001,1.1091399999999998,18936.833750432404,Short,TP Hit,2024-08-29 11:50:00,Fib False Breakout Short,1.1113804,0.0012500000000001954,1.1096800800000002,50,downtrend,1.10989,1.10949,2024-08-29 12:00:00,1.1091399999999998,14.202625312829046,0.16666666666666666,Win
1.10836,1.109114,1.1060980000000002,6655.518493192024,Short,TP Hit,2024-08-29 13:30:00,Fib False Breakout Short,1.1104242,0.00266999999999995,1.10828196,50,downtrend,1.10858,1.10748,2024-08-29 14:20:00,1.1060980000000002,15.05478283159879,0.8333333333333334,Win
1.10836,1.1092520000000001,1.1056839999999997,5963.404260647482,Short,SL Hit,2024-08-29 16:40:00,Fib False Breakout Short,1.108496,0.003209999999999935,1.107775,50,downtrend,1.10861,1.10784,2024-08-30 08:20:00,1.1092520000000001,-5.3193566004982396,15.666666666666666,Loss
1.10775,1.107932,1.1072040000000003,29227.23406868699,Short,SL Hit,2024-08-29 21:00:00,Fib False Breakout Short,1.1078642,0.0006599999999998829,1.1077270399999999,50,downtrend,1.1078,1.10748,2024-08-29 22:50:00,1.107932,-5.3193566004982396,1.8333333333333333,Loss
1.10789,1.107992,1.107584,52150.554906821715,Short,SL Hit,2024-08-29 22:50:00,Fib False Breakout Short,1.1078716,0.0005100000000000104,1.10785818,618,downtrend,1.10789,1.10777,2024-08-29 22:50:00,1.107992,-5.3193566004982396,0.0,Loss
1.1076,1.1078400000000002,1.1068799999999992,21277.426401971676,Short,SL Hit,2024-08-30 05:50:00,Fib False Breakout Short,1.1076869999999999,0.000600000000000156,1.1074804200000001,618,downtrend,1.10772,1.1075,2024-08-30 06:40:00,1.1078400000000002,-5.10658233647831,0.8333333333333334,Loss
1.10771,1.10783,1.1073499999999996,42554.85280394335,Short,SL Hit,2024-08-30 06:00:00,Fib False Breakout Short,1.1076848000000001,0.000600000000000156,1.1076350000000001,50,downtrend,1.10771,1.10751,2024-08-30 06:40:00,1.10783,-5.10658233647831,0.6666666666666666,Loss
1.10777,1.107922,1.1073139999999995,33595.936424165804,Short,SL Hit,2024-08-30 06:10:00,Fib False Breakout Short,1.1076832,0.000660000000000105,1.1075949999999999,50,downtrend,1.10779,1.10755,2024-08-30 06:40:00,1.107922,-5.10658233647831,0.5,Loss
1.10828,1.108954,1.1062579999999997,6964.095347595258,Short,TP Hit,2024-08-30 10:00:00,Fib False Breakout Short,1.1078404,0.0021199999999998997,1.10810096,50,downtrend,1.10853,1.10739,2024-08-30 13:00:00,1.1062579999999997,14.081400792838938,3.0,Win
1.10799,1.107526,1.109382,10115.948845429835,Long,SL Hit,2024-08-30 10:20:00,Fib False Breakout Long,1.1078698,0.0021199999999998997,1.10810714,50,uptrend,1.10851,1.10795,2024-08-30 12:40:00,1.107526,-4.693800264279646,2.3333333333333335,Loss
1.10624,1.1059059999999998,1.107242,14615.42597260481,Long,TP Hit,2024-09-02 11:40:00,Fib False Breakout Long,1.106086,0.0011699999999998933,1.106625,50,uptrend,1.10676,1.10614,2024-09-02 19:40:00,1.107242,14.644656824552495,8.0,Win
1.10613,1.1058780000000001,1.1068859999999998,19371.23918592223,Long,TP Hit,2024-09-02 12:10:00,Fib False Breakout Long,1.106135,0.0011100000000001664,1.1064213,618,uptrend,1.10654,1.1061,2024-09-02 12:40:00,1.1068859999999998,14.644656824552495,0.5,Win
1.10418,1.103744,1.1054879999999996,12539.767311546846,Long,SL Hit,2024-09-03 16:40:00,Fib False Breakout Long,1.1043746,0.0018800000000001038,1.10468026,618,uptrend,1.10472,1.10412,2024-09-03 17:00:00,1.103744,-5.467338547832932,0.3333333333333333,Loss
1.10792,1.1077080000000001,1.1085559999999997,25273.546117355345,Long,SL Hit,2024-09-05 01:00:00,Fib False Breakout Long,1.107952,0.0009600000000000719,1.10797638,618,uptrend,1.10822,1.1079,2024-09-05 03:10:00,1.1077080000000001,-5.357991776876274,2.1666666666666665,Loss
1.11102,1.11091,1.1113499999999994,47734.83583042496,Long,TP Hit,2024-09-06 02:50:00,Fib False Breakout Long,1.11097,0.0004999999999999449,1.11109302,618,uptrend,1.11125,1.11101,2024-09-06 03:10:00,1.1113499999999994,15.752495824016245,0.3333333333333333,Win
1.10372,1.103464,1.1044880000000001,21741.726007102872,Long,SL Hit,2024-09-10 10:20:00,Fib False Breakout Long,1.1038526,0.0009799999999999809,1.10390322,618,uptrend,1.10422,1.10366,2024-09-10 10:30:00,1.103464,-5.565881857819074,0.16666666666666666,Loss
1.10372,1.103524,1.1043080000000003,28397.35641743194,Long,SL Hit,2024-09-10 10:20:00,Fib False Breakout Long,1.1038526,0.0009799999999999809,1.10390322,618,uptrend,1.10423,1.10372,2024-09-10 10:30:00,1.103524,-5.565881857819074,0.16666666666666666,Loss
1.10272,1.103006,1.101862,18682.680361909624,Short,TP Hit,2024-09-10 16:40:00,Fib False Breakout Short,1.1030777999999999,0.0013799999999999368,1.102605,50,downtrend,1.10273,1.10226,2024-09-11 00:00:00,1.101862,16.02973975051893,7.333333333333333,Win
1.10259,1.102764,1.1020679999999996,30708.313698291215,Short,TP Hit,2024-09-10 18:40:00,Fib False Breakout Short,1.1027832,0.0008200000000000429,1.1025,50,downtrend,1.1026,1.10208,2024-09-10 20:50:00,1.1020679999999996,16.02973975051893,2.1666666666666665,Win
1.10254,1.1028520000000002,1.1016039999999998,17125.790331746055,Short,SL Hit,2024-09-10 19:20:00,Fib False Breakout Short,1.1026836,0.0007099999999999884,1.10244,50,downtrend,1.10271,1.10247,2024-09-11 01:30:00,1.1028520000000002,-5.3432465835063105,6.166666666666667,Loss
1.10442,1.104056,1.105512,16147.173741363851,Long,SL Hit,2024-09-11 10:30:00,Fib False Breakout Long,1.104322,0.0010200000000000209,1.104435,50,uptrend,1.10483,1.10426,2024-09-11 12:30:00,1.104056,-5.877571241856942,2.0,Loss
1.10848,1.109024,1.1068479999999996,10588.271722460928,Short,SL Hit,2024-09-13 12:20:00,Fib False Breakout Short,1.1086626,0.0018199999999999328,1.10837432,50,downtrend,1.10866,1.10812,2024-09-13 12:50:00,1.109024,-5.760019817019803,0.5,Loss
1.10875,1.10836,1.1099199999999996,14473.895950464086,Long,SL Hit,2024-09-13 15:30:00,Fib False Breakout Long,1.1089922,0.0018000000000000238,1.1087895,618,uptrend,1.10942,1.10872,2024-09-13 15:30:00,1.10836,-5.644819420679408,0.0,Loss
1.11215,1.11164,1.11368,10846.907906403345,Long,TP Hit,2024-09-16 14:50:00,Fib False Breakout Long,1.1122294,0.0020999999999999908,1.1124313000000001,618,uptrend,1.11298,1.11206,2024-09-17 08:30:00,1.11368,16.595769096797458,17.666666666666668,Win
1.11217,1.111852,1.1131240000000002,18439.743440883718,Long,SL Hit,2024-09-18 06:40:00,Fib False Breakout Long,1.1123522,0.0008399999999999519,1.11226896,50,uptrend,1.11262,1.11202,2024-09-18 06:50:00,1.111852,-5.863838414201768,0.16666666666666666,Loss
1.11319,1.111436,1.1184519999999993,3276.260915574887,Long,SL Hit,2024-09-18 19:30:00,Fib False Breakout Long,1.1129602,0.007119999999999793,1.11389364,618,uptrend,1.11503,1.11286,2024-09-18 19:40:00,1.111436,-5.746561645917733,0.16666666666666666,Loss
1.11608,1.1159739999999998,1.1163980000000004,53128.58880179997,Long,SL Hit,2024-09-19 23:00:00,Fib False Breakout Long,1.1156620000000002,0.00048000000000003595,1.11615346,50,uptrend,1.11622,1.11607,2024-09-19 23:00:00,1.1159739999999998,-5.631630412999378,0.0,Loss
1.11609,1.116282,1.1155140000000001,28744.780233022157,Short,SL Hit,2024-09-20 02:40:00,Fib False Breakout Short,1.1161326,0.0006599999999998829,1.1159883,50,downtrend,1.11615,1.1158,2024-09-20 03:00:00,1.116282,-5.518997804739391,0.3333333333333333,Loss
1.11604,1.116432,1.1148639999999994,13797.494511842493,Short,SL Hit,2024-09-20 18:40:00,Fib False Breakout Short,1.1159982,0.0018599999999999728,1.115605,50,downtrend,1.11606,1.11577,2024-09-20 18:50:00,1.116432,-5.408617848644603,0.16666666666666666,Loss
1.11249,1.111844,1.1144279999999998,8205.023980916922,Long,TP Hit,2024-09-24 11:40:00,Fib False Breakout Long,1.112453,0.0023800000000000487,1.11252,50,uptrend,1.11262,1.11232,2024-09-24 14:00:00,1.1144279999999998,15.901336475015134,2.3333333333333335,Win
1.11856,1.118882,1.1175940000000002,17448.67149432663,Short,SL Hit,2024-09-25 11:20:00,Fib False Breakout Short,1.1190196000000001,0.0014099999999999113,1.11852524,618,downtrend,1.1186,1.11811,2024-09-25 11:50:00,1.118882,-5.618472221172014,0.5,Loss
1.11321,1.113424,1.1125680000000002,25729.45222780471,Short,SL Hit,2024-09-25 22:10:00,Fib False Breakout Short,1.114265,0.0009199999999998099,1.1130300000000002,50,downtrend,1.11324,1.11305,2024-09-26 00:10:00,1.113424,-5.506102776748573,2.0,Loss
1.11321,1.113406,1.1126220000000004,28092.36110587971,Short,SL Hit,2024-09-25 22:50:00,Fib False Breakout Short,1.1138252,0.0008299999999998864,1.1132,50,downtrend,1.11324,1.11316,2024-09-26 00:00:00,1.113406,-5.506102776748573,1.1666666666666667,Loss
1.11403,1.113194,1.1165380000000003,6322.7974469835635,Long,SL Hit,2024-09-26 13:20:00,Fib False Breakout Long,1.1148666,0.00283000000000011,1.11457,50,uptrend,1.11562,1.11376,2024-09-26 14:00:00,1.113194,-5.2858586656786315,0.6666666666666666,Loss
1.1177,1.117416,1.1185519999999998,18239.934832274485,Long,SL Hit,2024-09-26 21:00:00,Fib False Breakout Long,1.116889,0.0010699999999999044,1.11778,50,uptrend,1.11792,1.11763,2024-09-26 23:20:00,1.117416,-5.180141492365059,2.3333333333333335,Loss
1.11707,1.116244,1.119548,6145.930584161983,Long,SL Hit,2024-09-27 15:10:00,Fib False Breakout Long,1.1161032,0.0034799999999999276,1.11729888,618,uptrend,1.11855,1.11694,2024-09-27 15:40:00,1.116244,-5.076538662517757,0.5,Loss
1.11618,1.116652,1.1147639999999999,10540.270951837094,Short,SL Hit,2024-09-30 07:10:00,Fib False Breakout Short,1.1163750000000001,0.0013600000000000279,1.11616244,50,downtrend,1.11638,1.11562,2024-09-30 07:40:00,1.116652,-4.975007889267403,0.5,Loss
1.11347,1.1137460000000001,1.1126419999999995,17664.883085069345,Short,SL Hit,2024-09-30 21:40:00,Fib False Breakout Short,1.114434,0.0012799999999999478,1.11321596,618,downtrend,1.11349,1.11288,2024-09-30 22:10:00,1.1137460000000001,-4.875507731482054,0.5,Loss
1.1065,1.107018,1.104946,9223.933546046801,Short,SL Hit,2024-10-01 18:10:00,Fib False Breakout Short,1.1073574,0.0025399999999999867,1.10615238,618,downtrend,1.10651,1.1057,2024-10-01 18:40:00,1.107018,-4.777997576852413,0.5,Loss
1.10674,1.107182,1.105414,10593.750283517644,Short,SL Hit,2024-10-02 07:20:00,Fib False Breakout Short,1.1066878000000002,0.0018599999999999728,1.1064,50,downtrend,1.10681,1.10633,2024-10-02 08:10:00,1.107182,-4.682437625315365,0.8333333333333334,Loss
1.10705,1.10768,1.1051600000000004,7283.791861602738,Short,TP Hit,2024-10-02 10:10:00,Fib False Breakout Short,1.1067486000000002,0.0021500000000000963,1.10651634,618,downtrend,1.10725,1.10639,2024-10-02 13:30:00,1.1051600000000004,13.766366618427174,3.3333333333333335,Win
1.1069,1.106558,1.1079260000000002,13417.511324000565,Long,SL Hit,2024-10-02 11:10:00,Fib False Breakout Long,1.1067712,0.0015100000000001224,1.106905,50,uptrend,1.10765,1.10686,2024-10-02 12:20:00,1.106558,-4.588788872809058,1.1666666666666667,Loss
1.1046,1.104754,1.104138,30989.223556635116,Short,TP Hit,2024-10-03 00:00:00,Fib False Breakout Short,1.1046141999999999,0.0005699999999999594,1.1044749999999999,50,downtrend,1.10464,1.10437,2024-10-03 00:20:00,1.104138,14.317021283164259,0.3333333333333333,Win
1.10356,1.103234,1.1045380000000002,15517.425930625623,Long,SL Hit,2024-10-03 10:40:00,Fib False Breakout Long,1.103509,0.0012300000000000644,1.103585,50,uptrend,1.10412,1.10348,2024-10-03 13:00:00,1.103234,-5.058680853384705,2.3333333333333335,Loss
1.10356,1.103294,1.1043580000000004,19017.59719316847,Long,TP Hit,2024-10-03 10:40:00,Fib False Breakout Long,1.103509,0.0012300000000000644,1.1036000000000001,50,uptrend,1.10391,1.10354,2024-10-03 11:30:00,1.1043580000000004,15.176042560154114,0.8333333333333334,Win
1.10337,1.104078,1.1012460000000002,7430.830632091252,Short,TP Hit,2024-10-03 17:40:00,Fib False Breakout Short,1.1032042,0.002389999999999892,1.10276,50,downtrend,1.1036,1.10313,2024-10-04 12:30:00,1.1012460000000002,15.783084262560278,18.833333333333332,Win
1.09712,1.096966,1.097582,36212.27125176463,Long,SL Hit,2024-10-07 04:40:00,Fib False Breakout Long,1.0972484,0.0007699999999999374,1.09718908,50,uptrend,1.0973,1.09712,2024-10-07 04:50:00,1.096966,-5.576689772771299,0.16666666666666666,Loss
1.09709,1.0973119999999998,1.096424,24617.819717645227,Short,TP Hit,2024-10-07 07:10:00,Fib False Breakout Short,1.0971824000000001,0.0009099999999999664,1.09689098,618,downtrend,1.09713,1.09638,2024-10-07 07:10:00,1.096424,16.395467931947618,0.0,Win
1.09654,1.097376,1.0940320000000006,6929.503990377937,Short,SL Hit,2024-10-07 11:00:00,Fib False Breakout Short,1.096833,0.0022300000000001763,1.0963735399999999,618,downtrend,1.09693,1.09617,2024-10-07 11:30:00,1.097376,-5.793065335954825,0.5,Loss
1.09654,1.0973359999999999,1.0941520000000007,7277.720271301889,Short,SL Hit,2024-10-07 11:00:00,Fib False Breakout Short,1.096833,0.0022300000000001763,1.0963735399999999,618,downtrend,1.09689,1.09636,2024-10-07 11:30:00,1.0973359999999999,-5.793065335954825,0.5,Loss
1.09762,1.0978359999999998,1.0969720000000007,25746.957048715292,Short,TP Hit,2024-10-09 00:30:00,Fib False Breakout Short,1.097585,0.0006800000000000139,1.09758,50,downtrend,1.0977,1.09742,2024-10-09 02:30:00,1.0969720000000007,16.684028167549894,2.0,Win
1.09615,1.096506,1.0950819999999999,16559.054173784407,Short,SL Hit,2024-10-09 09:30:00,Fib False Breakout Short,1.0966192,0.0015799999999999148,1.09607118,618,downtrend,1.09619,1.09572,2024-10-09 09:40:00,1.096506,-5.895023285867629,0.16666666666666666,Loss
1.094,1.094126,1.0936220000000005,45850.18111235893,Short,SL Hit,2024-10-09 23:10:00,Fib False Breakout Short,1.0941878,0.0004799999999998139,1.0938783,618,downtrend,1.09403,1.09381,2024-10-09 23:30:00,1.094126,-5.777122820150277,0.3333333333333333,Loss
1.09345,1.093184,1.0942480000000003,21284.136705808847,Long,SL Hit,2024-10-10 11:30:00,Fib False Breakout Long,1.0937456,0.001180000000000181,1.0935549999999998,50,uptrend,1.09397,1.09342,2024-10-10 11:30:00,1.093184,-5.661580363747271,0.0,Loss
1.09341,1.0935979999999998,1.0928460000000004,29512.49338551387,Short,SL Hit,2024-10-11 02:30:00,Fib False Breakout Short,1.0932515999999999,0.0008400000000001739,1.0930650000000002,50,downtrend,1.09343,1.09296,2024-10-11 02:30:00,1.0935979999999998,-5.548348756472326,0.0,Loss
1.09383,1.094328,1.0923360000000004,10918.43731193596,Short,SL Hit,2024-10-11 13:40:00,Fib False Breakout Short,1.0938226,0.0024399999999999977,1.09368668,50,downtrend,1.09384,1.09286,2024-10-11 14:10:00,1.094328,-5.4373817813428795,0.5,Loss
1.09262,1.092876,1.0918519999999998,20814.97713170045,Short,SL Hit,2024-10-14 03:20:00,Fib False Breakout Short,1.093379,0.0009299999999998754,1.0926019599999999,50,downtrend,1.09269,1.09242,2024-10-14 03:20:00,1.092876,-5.3286341457160225,0.0,Loss
1.09247,1.092606,1.0920620000000003,38397.51075591916,Short,SL Hit,2024-10-14 05:20:00,Fib False Breakout Short,1.0929144,0.0006800000000000139,1.09234602,50,downtrend,1.09247,1.09236,2024-10-14 06:00:00,1.092606,-5.222061462801702,0.6666666666666666,Loss
1.0906,1.090768,1.0900960000000002,30462.02519968639,Short,SL Hit,2024-10-15 01:10:00,Fib False Breakout Short,1.0905293999999999,0.0006399999999999739,1.0905432400000001,50,downtrend,1.09064,1.09041,2024-10-15 01:10:00,1.090768,-5.117620233545668,0.0,Loss
1.08606,1.0858860000000001,1.0865819999999997,28823.378326883554,Long,SL Hit,2024-10-17 01:30:00,Fib False Breakout Long,1.0860238,0.0007200000000000539,1.08616716,618,uptrend,1.08643,1.08603,2024-10-17 03:10:00,1.0858860000000001,-5.015267828874754,1.6666666666666667,Loss
1.08275,1.08298,1.0820600000000002,21369.402053470763,Short,SL Hit,2024-10-17 19:40:00,Fib False Breakout Short,1.0832798,0.001100000000000101,1.0827499999999999,50,downtrend,1.08276,1.08236,2024-10-17 20:30:00,1.08298,-4.91496247229726,0.8333333333333334,Loss
1.08275,1.08298,1.0820600000000002,21369.402053470763,Short,SL Hit,2024-10-17 19:40:00,Fib False Breakout Short,1.0832798,0.001100000000000101,1.0827499999999999,50,downtrend,1.08276,1.08259,2024-10-17 20:30:00,1.08298,-4.91496247229726,0.8333333333333334,Loss
1.08292,1.0830879999999998,1.082416000000001,28085.499841744782,Short,SL Hit,2024-10-18 00:00:00,Fib False Breakout Short,1.0828478,0.0007899999999998464,1.08273054,618,downtrend,1.08293,1.08272,2024-10-18 00:40:00,1.0830879999999998,-4.71836397340537,0.6666666666666666,Loss
1.08372,1.08349,1.0844099999999999,20104.333451905295,Long,TP Hit,2024-10-18 08:40:00,Fib False Breakout Long,1.0838448,0.0011499999999999844,1.08414312,50,uptrend,1.08401,1.08372,2024-10-18 10:30:00,1.0844099999999999,13.871990081811786,1.8333333333333333,Win
1.08656,1.0864619999999998,1.0868540000000004,50014.65811801857,Long,SL Hit,2024-10-21 03:20:00,Fib False Breakout Long,1.0864745999999998,0.00043999999999999595,1.086595,50,uptrend,1.08673,1.08655,2024-10-21 04:10:00,1.0864619999999998,-4.901436495573498,0.8333333333333334,Loss
1.08565,1.08594,1.0847800000000003,16563.475054012622,Short,TP Hit,2024-10-21 09:30:00,Fib False Breakout Short,1.0859804,0.0011499999999999844,1.085555,50,downtrend,1.08571,1.08543,2024-10-21 09:50:00,1.0847800000000003,14.410223296986084,0.3333333333333333,Win
1.08577,1.086028,1.0849959999999996,18617.859556822965,Short,TP Hit,2024-10-21 09:40:00,Fib False Breakout Short,1.0859642,0.0011900000000000244,1.085575,50,downtrend,1.08579,1.08526,2024-10-21 09:50:00,1.0849959999999996,14.410223296986084,0.16666666666666666,Win
1.08517,1.085428,1.0843959999999997,20852.002703641716,Short,SL Hit,2024-10-21 12:20:00,Fib False Breakout Short,1.0854354,0.001140000000000141,1.08500188,618,downtrend,1.0852,1.08481,2024-10-21 12:20:00,1.085428,-5.379816697541471,0.0,Loss
1.08166,1.081812,1.0812040000000003,34685.66028679652,Short,SL Hit,2024-10-21 22:50:00,Fib False Breakout Short,1.0818656000000002,0.000660000000000105,1.08157458,50,downtrend,1.08168,1.08147,2024-10-22 01:00:00,1.081812,-5.272220363590642,2.1666666666666665,Loss
1.07975,1.07985,1.07945,51667.75956319398,Short,TP Hit,2024-10-23 00:30:00,Fib False Breakout Short,1.0800076,0.0004999999999999449,1.07962526,50,downtrend,1.07975,1.07967,2024-10-23 00:40:00,1.07945,15.500327868956486,0.16666666666666666,Win
1.07802,1.0785879999999999,1.0763160000000003,9642.222735385398,Short,SL Hit,2024-10-23 14:30:00,Fib False Breakout Short,1.0780732,0.0021899999999999142,1.07742,50,downtrend,1.07815,1.0773,2024-10-23 19:40:00,1.0785879999999999,-5.47678251369796,5.166666666666667,Loss
1.07802,1.078538,1.076466,10572.93921563275,Short,SL Hit,2024-10-23 14:30:00,Fib False Breakout Short,1.0780732,0.0021899999999999142,1.07741,50,downtrend,1.0781,1.07741,2024-10-23 19:40:00,1.078538,-5.47678251369796,5.166666666666667,Loss
1.0826,1.082808,1.081976,25277.457755530744,Short,TP Hit,2024-10-25 03:00:00,Fib False Breakout Short,1.082529,0.0007399999999999629,1.0824500000000001,50,downtrend,1.08266,1.08242,2024-10-25 06:10:00,1.081976,15.773133639450121,3.1666666666666665,Win
1.08254,1.082342,1.0831340000000005,28147.342858257736,Long,SL Hit,2024-10-25 11:10:00,Fib False Breakout Long,1.0823201999999998,0.0005399999999999849,1.08256,50,uptrend,1.08278,1.08245,2024-10-25 11:20:00,1.082342,-5.573173885939043,0.16666666666666666,Loss
1.08252,1.0822580000000002,1.0833059999999992,20846.222932157307,Long,TP Hit,2024-10-25 12:10:00,Fib False Breakout Long,1.082347,0.0007600000000000939,1.08256,50,uptrend,1.08263,1.08241,2024-10-25 12:30:00,1.0833059999999992,16.385131224660785,0.3333333333333333,Win
1.08049,1.08162,1.0770999999999997,5123.374365232824,Short,SL Hit,2024-10-29 14:30:00,Fib False Breakout Short,1.0804558,0.0042999999999999705,1.07977,50,downtrend,1.08076,1.07878,2024-10-29 20:40:00,1.08162,-5.789413032713477,6.166666666666667,Loss
1.0819,1.081606,1.0827820000000001,19298.043442377177,Long,TP Hit,2024-10-30 08:00:00,Fib False Breakout Long,1.081909,0.0012199999999999989,1.081975,50,uptrend,1.08217,1.08185,2024-10-30 08:00:00,1.0827820000000001,17.020874316177622,0.0,Win
1.08322,1.08276,1.0846000000000005,13074.004909524132,Long,SL Hit,2024-10-30 11:30:00,Fib False Breakout Long,1.0826154000000001,0.0020999999999999908,1.0832293400000002,50,uptrend,1.08369,1.08318,2024-10-30 11:40:00,1.08276,-6.01404225838276,0.16666666666666666,Loss
1.08322,1.08276,1.0846000000000005,13074.004909524132,Long,SL Hit,2024-10-30 11:30:00,Fib False Breakout Long,1.0826154000000001,0.0020999999999999908,1.08324788,618,uptrend,1.08363,1.08318,2024-10-30 11:40:00,1.08276,-6.01404225838276,0.16666666666666666,Loss
1.08594,1.08558,1.0870199999999997,16037.446022357775,Long,SL Hit,2024-10-30 20:40:00,Fib False Breakout Long,1.0852436,0.0014999999999998348,1.086005,50,uptrend,1.08619,1.08588,2024-10-30 20:50:00,1.08558,-5.773480568047451,0.16666666666666666,Loss
1.08508,1.085228,1.084636,38229.80376138573,Short,SL Hit,2024-10-31 06:10:00,Fib False Breakout Short,1.085279,0.0006900000000000794,1.08495862,618,downtrend,1.08509,1.08488,2024-10-31 06:40:00,1.085228,-5.6580109566865024,0.5,Loss
1.08518,1.0853519999999999,1.0846640000000005,32237.504288127697,Short,SL Hit,2024-10-31 07:00:00,Fib False Breakout Short,1.085224,0.0009099999999999664,1.08497,50,downtrend,1.08517,1.08502,2024-10-31 07:20:00,1.0853519999999999,-5.544850737552772,0.3333333333333333,Loss
1.08536,1.084882,1.0867940000000007,11368.104022592965,Long,TP Hit,2024-10-31 08:50:00,Fib False Breakout Long,1.0851718,0.0015899999999999803,1.08545,50,uptrend,1.08609,1.0852,2024-10-31 10:00:00,1.0867940000000007,16.30186116840515,1.1666666666666667,Win
1.08629,1.08668,1.0851199999999996,14769.207554277327,Short,SL Hit,2024-10-31 17:20:00,Fib False Breakout Short,1.0865604,0.0019000000000000128,1.08625766,618,downtrend,1.0863,1.08557,2024-10-31 18:00:00,1.08668,-5.759990946169819,0.6666666666666666,Loss
1.08629,1.08668,1.0851199999999996,14769.207554277327,Short,SL Hit,2024-10-31 17:20:00,Fib False Breakout Short,1.0865604,0.0019000000000000128,1.08625766,618,downtrend,1.0863,1.08553,2024-10-31 18:00:00,1.08668,-5.759990946169819,0.6666666666666666,Loss
1.0876,1.087884,1.0867479999999994,19470.391930703023,Short,TP Hit,2024-11-01 07:30:00,Fib False Breakout Short,1.0878702,0.0006700000000001705,1.0874834599999998,50,downtrend,1.08775,1.0873,2024-11-01 08:00:00,1.0867479999999994,16.588773924969082,0.5,Win
1.09026,1.0899180000000002,1.0912859999999995,17138.499376681604,Long,SL Hit,2024-11-04 14:40:00,Fib False Breakout Long,1.089941,0.0016100000000001113,1.0903450000000001,50,uptrend,1.09098,1.09024,2024-11-04 15:40:00,1.0899180000000002,-5.861366786822408,1.0,Loss
